DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-,PLAYER
2010-04-21,27-272,CHA,AWAY,ORL,L (-15),1,38:43,3,7,0.429,1,2,0.5,8,10,0.8,1,5,6,1,1,4,1,4,15,14.6,-8,Gerald Wallace
2010-04-24,27-275,CHA,HOME,ORL,L (-4),1,39:50,4,12,0.333,2,4,0.5,3,6,0.5,0,8,8,2,3,1,1,1,13,11.1,-5,Gerald Wallace
2010-04-26,27-277,CHA,HOME,ORL,L (-9),1,42:32,6,12,0.5,2,5,0.4,3,6,0.5,0,5,5,4,1,0,1,2,17,13.3,-8,Gerald Wallace
2004-04-18,21-270,SAC,HOME,DAL,W (+11),0,4:26,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,1,1,2,-0.4,-4,Gerald Wallace
2004-04-24,21-276,SAC,AWAY,DAL,L (-25),0,13:55,2,3,.667,0,0,,1,2,.500,0,2,2,1,1,1,2,3,5,3.1,-3,Gerald Wallace
2004-05-14,21-296,SAC,AWAY,MIN,L (-12),0,1:33,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+1,Gerald Wallace
2011-04-16,28-267,POR,AWAY,DAL,L (-8),1,38:48,4,13,0.308,0,2,0.0,0,0,,1,4,5,1,3,0,3,4,8,1.5,-4,Gerald Wallace
2011-04-19,28-270,POR,AWAY,DAL,L (-12),1,38:00,6,11,0.545,1,3,0.333,5,8,0.625,1,6,7,6,0,0,2,3,18,15.0,-6,Gerald Wallace
2011-04-21,28-272,POR,HOME,DAL,W (+5),1,41:48,2,6,0.333,1,1,1.0,2,2,1.0,1,10,11,3,2,1,2,4,7,8.5,-1,Gerald Wallace
2011-04-23,28-274,POR,HOME,DAL,W (+2),1,40:16,3,9,0.333,0,3,0.0,4,4,1.0,1,10,11,3,0,0,3,1,10,7.3,6,Gerald Wallace
2011-04-25,28-276,POR,AWAY,DAL,L (-11),1,33:55,5,11,0.455,0,2,0.0,6,6,1.0,0,9,9,2,2,2,4,4,16,12.2,-8,Gerald Wallace
2011-04-28,28-279,POR,HOME,DAL,L (-7),1,32:46,10,17,0.588,1,6,0.167,11,12,0.917,5,7,12,2,1,0,1,3,32,29.5,9,Gerald Wallace
2013-04-20,30-271,BRK,HOME,CHI,W (+17),1,36:45,5,7,0.714,1,3,0.333,3,5,0.6,1,5,6,2,1,2,0,4,14,14.7,22,Gerald Wallace
2013-04-22,30-273,BRK,HOME,CHI,L (-8),1,19:24,1,7,0.143,0,1,0.0,0,0,,1,2,3,0,2,0,2,2,2,-2.0,-16,Gerald Wallace
2013-04-25,30-276,BRK,AWAY,CHI,L (-3),1,25:08,2,8,0.25,1,5,0.2,0,0,,0,4,4,0,2,0,1,3,5,1.2,-7,Gerald Wallace
2013-04-27,30-278,BRK,AWAY,CHI,L (-8),1,48:27,5,9,0.556,2,4,0.5,5,9,0.556,2,7,9,4,1,1,1,6,17,15.7,6,Gerald Wallace
2013-04-29,30-280,BRK,HOME,CHI,W (+19),1,38:34,5,8,0.625,2,4,0.5,0,0,,0,1,1,3,2,2,1,1,12,12.8,20,Gerald Wallace
2013-05-02,30-283,BRK,AWAY,CHI,W (+3),1,35:27,5,12,0.417,2,4,0.5,3,6,0.5,1,2,3,3,0,0,3,2,15,7.0,4,Gerald Wallace
2013-05-04,30-285,BRK,HOME,CHI,L (-6),1,39:30,8,16,0.5,3,8,0.375,0,0,,0,2,2,5,0,0,1,2,19,13.3,-2,Gerald Wallace
