SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2012-13,30.0,CHI,NBA,PF,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Lou Amundson
2012-13,30.0,NOH,NBA,PF,18.0,0.0,209.0,3.1,7.2,0.429,0.0,0.0,0.0,3.1,7.2,0.429,1.4,2.8,0.5,4.1,5.9,10.0,1.4,1.6,1.0,1.4,4.7,7.6,Lou Amundson
2013-14,31.0,TOT,NBA,PF,19.0,0.0,185.0,3.1,6.2,0.5,0.0,0.0,0.0,3.1,6.2,0.5,1.2,4.7,0.25,5.4,5.3,10.7,1.2,1.8,2.1,2.7,9.5,7.4,Lou Amundson
2013-14,31.0,NOP,NBA,PF,18.0,0.0,184.0,3.1,6.3,0.5,0.0,0.0,0.0,3.1,6.3,0.5,1.2,4.7,0.25,5.5,5.3,10.8,1.2,1.8,2.2,2.7,9.6,7.4,Lou Amundson
2013-14,31.0,CHI,NBA,PF,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lou Amundson
2014-15,32.0,TOT,NBA,PF,53.0,35.0,937.0,4.2,9.8,0.427,0.0,0.0,0.0,4.2,9.8,0.429,1.6,3.3,0.471,3.6,6.7,10.3,2.7,0.8,2.0,2.4,4.8,10.0,Lou Amundson
2014-15,32.0,CLE,NBA,PF,12.0,0.0,79.0,1.8,5.5,0.333,0.0,0.0,0.0,1.8,5.5,0.333,1.4,2.3,0.6,2.3,6.8,9.1,2.3,0.5,0.0,2.3,5.0,5.0,Lou Amundson
2014-15,32.0,NYK,NBA,PF,41.0,35.0,858.0,4.4,10.2,0.432,0.0,0.0,0.0,4.4,10.2,0.434,1.6,3.4,0.463,3.7,6.7,10.4,2.7,0.9,2.2,2.4,4.8,10.4,Lou Amundson
2015-16,33.0,NYK,NBA,PF,29.0,0.0,204.0,3.4,9.4,0.358,0.0,0.0,0.0,3.4,9.4,0.358,2.5,4.8,0.519,4.1,4.6,8.6,2.1,1.1,1.2,2.6,7.8,9.2,Lou Amundson
2014-15,23.0,CLE,NBA,PG,8.0,0.0,69.0,2.6,9.9,0.263,1.0,4.7,0.222,1.6,5.2,0.3,1.6,3.1,0.5,0.5,2.1,2.6,4.2,3.1,0.5,2.1,5.2,7.8,Will Cherry
2013-14,23.0,CLE,NBA,SG,72.0,4.0,1271.0,3.5,8.4,0.412,1.6,4.4,0.368,1.8,4.0,0.461,1.1,1.4,0.792,0.8,2.7,3.5,5.3,0.9,0.1,1.7,3.4,9.6,Matthew Dellavedova
2014-15,24.0,CLE,NBA,SG,67.0,13.0,1380.0,2.9,8.0,0.362,1.8,4.4,0.407,1.1,3.7,0.307,0.8,1.0,0.763,1.0,2.3,3.3,5.3,0.6,0.1,1.6,4.0,8.3,Matthew Dellavedova
2015-16,25.0,CLE,NBA,PG,76.0,14.0,1867.0,4.0,9.9,0.405,1.9,4.6,0.41,2.1,5.2,0.401,1.1,1.3,0.864,0.6,2.5,3.1,6.5,0.8,0.2,2.2,3.4,11.0,Matthew Dellavedova
2016-17,26.0,MIL,NBA,PG,76.0,54.0,1986.0,3.8,9.7,0.39,1.4,3.9,0.367,2.3,5.8,0.404,1.5,1.7,0.854,0.4,2.2,2.7,6.5,1.0,0.0,2.4,2.8,10.5,Matthew Dellavedova
2017-18,27.0,MIL,NBA,PG,38.0,3.0,712.0,2.8,7.7,0.362,1.5,3.9,0.372,1.3,3.7,0.351,1.3,1.4,0.926,0.7,2.5,3.2,7.3,0.7,0.0,2.5,3.4,8.3,Matthew Dellavedova
2018-19,28.0,TOT,NBA,PG,48.0,0.0,812.0,4.3,10.7,0.405,2.0,5.8,0.338,2.4,5.0,0.482,1.9,2.3,0.808,0.3,3.1,3.4,8.0,0.6,0.1,3.0,3.3,12.5,Matthew Dellavedova
2018-19,28.0,MIL,NBA,PG,12.0,0.0,97.0,2.2,7.1,0.316,1.5,4.1,0.364,0.7,3.0,0.25,1.5,1.5,1.0,0.0,3.7,3.7,10.8,0.7,0.0,4.1,3.3,7.4,Matthew Dellavedova
2018-19,28.0,CLE,NBA,PG,36.0,0.0,715.0,4.6,11.2,0.413,2.0,6.0,0.336,2.6,5.2,0.5,1.9,2.4,0.792,0.3,3.1,3.4,7.7,0.6,0.1,2.9,3.3,13.2,Matthew Dellavedova
2019-20,29.0,CLE,NBA,PG,57.0,4.0,821.0,2.7,7.7,0.354,0.9,4.0,0.231,1.8,3.7,0.488,1.4,1.6,0.865,0.8,2.5,3.3,7.9,0.9,0.1,2.6,3.4,7.8,Matthew Dellavedova
2020-21,30.0,CLE,NBA,PG,13.0,1.0,224.0,2.3,9.0,0.25,0.6,4.0,0.16,1.6,5.0,0.323,0.6,0.6,1.0,1.0,2.9,3.9,9.3,0.6,0.2,1.0,3.4,5.8,Matthew Dellavedova
2022-23,32.0,SAC,NBA,PG,32.0,0.0,213.0,2.9,8.5,0.34,1.5,4.6,0.333,1.4,3.9,0.348,0.7,1.2,0.571,0.2,2.0,2.2,6.9,1.2,0.0,1.7,3.4,7.9,Matthew Dellavedova
2014-15,23.0,CLE,NBA,SG,51.0,1.0,493.0,3.5,8.8,0.4,2.3,6.1,0.369,1.2,2.6,0.472,0.7,1.1,0.6,0.5,2.5,3.0,1.9,0.5,0.1,2.0,4.5,9.9,Joe Harris
2015-16,24.0,CLE,NBA,SG,5.0,0.0,15.0,2.4,9.6,0.25,2.4,9.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.2,4.8,0.0,0.0,2.4,2.4,7.2,Joe Harris
2016-17,25.0,BRK,NBA,SG,52.0,11.0,1138.0,4.9,11.5,0.425,2.7,7.0,0.385,2.2,4.5,0.489,1.1,1.6,0.714,0.5,4.1,4.7,1.7,0.9,0.3,1.7,3.8,13.5,Joe Harris
2017-18,26.0,BRK,NBA,SG,78.0,14.0,1975.0,5.6,11.3,0.491,2.7,6.5,0.419,2.8,4.8,0.589,1.6,1.9,0.827,0.9,3.8,4.7,2.3,0.6,0.4,1.7,2.8,15.4,Joe Harris
2018-19,27.0,BRK,NBA,SG,76.0,76.0,2293.0,5.9,11.7,0.5,2.9,6.1,0.474,3.0,5.7,0.528,1.7,2.1,0.827,0.8,3.8,4.6,2.8,0.6,0.3,1.9,2.9,16.3,Joe Harris
2019-20,28.0,BRK,NBA,SF,69.0,69.0,2123.0,6.5,13.3,0.486,2.9,6.9,0.424,3.5,6.4,0.553,1.1,1.5,0.719,1.1,4.0,5.1,2.4,0.7,0.3,1.8,2.7,16.9,Joe Harris
2020-21,29.0,BRK,NBA,SF,69.0,65.0,2141.0,6.0,11.9,0.505,3.5,7.5,0.475,2.5,4.4,0.555,0.8,1.1,0.778,0.7,3.4,4.2,2.2,0.8,0.2,1.0,2.4,16.4,Joe Harris
2021-22,30.0,BRK,NBA,SF,14.0,14.0,423.0,4.8,10.6,0.452,3.5,7.5,0.466,1.3,3.1,0.417,0.4,0.5,0.833,0.4,4.3,4.8,1.2,0.6,0.2,1.4,2.6,13.4,Joe Harris
2022-23,31.0,BRK,NBA,SF,74.0,33.0,1527.0,4.7,10.4,0.457,3.3,7.9,0.426,1.4,2.5,0.551,0.4,0.7,0.643,0.5,3.3,3.9,2.4,0.8,0.3,1.0,3.3,13.2,Joe Harris
2011-12,19.0,CLE,NBA,PG,51.0,51.0,1558.0,8.1,17.3,0.469,1.7,4.2,0.399,6.4,13.0,0.491,4.0,4.5,0.872,1.0,3.4,4.4,6.4,1.2,0.5,3.7,2.5,21.8,Kyrie Irving
2012-13,20.0,CLE,NBA,PG,59.0,59.0,2048.0,8.5,18.8,0.452,1.9,4.9,0.391,6.6,13.9,0.474,4.4,5.1,0.855,0.6,3.2,3.8,6.2,1.6,0.4,3.4,2.6,23.3,Kyrie Irving
2013-14,21.0,CLE,NBA,PG,71.0,71.0,2496.0,7.7,17.8,0.43,1.8,5.0,0.358,5.9,12.9,0.458,4.2,4.9,0.861,0.7,3.0,3.7,6.2,1.6,0.3,2.7,2.4,21.3,Kyrie Irving
2014-15,22.0,CLE,NBA,PG,75.0,75.0,2730.0,7.6,16.3,0.468,2.1,5.0,0.415,5.6,11.3,0.491,4.2,4.8,0.863,0.7,2.4,3.1,5.1,1.5,0.3,2.5,1.9,21.5,Kyrie Irving
2015-16,23.0,CLE,NBA,PG,53.0,53.0,1667.0,8.5,19.0,0.448,1.8,5.7,0.321,6.7,13.3,0.502,3.6,4.1,0.885,1.0,2.4,3.4,5.4,1.2,0.4,2.7,2.3,22.5,Kyrie Irving
2016-17,24.0,CLE,NBA,PG,72.0,72.0,2525.0,9.6,20.2,0.473,2.5,6.3,0.401,7.0,14.0,0.505,4.2,4.7,0.905,0.7,2.5,3.3,6.0,1.2,0.3,2.6,2.2,25.9,Kyrie Irving
2017-18,25.0,BOS,NBA,PG,60.0,60.0,1931.0,10.0,20.3,0.491,3.1,7.6,0.408,6.9,12.7,0.541,4.3,4.9,0.889,0.6,3.6,4.2,5.7,1.2,0.3,2.6,2.3,27.3,Kyrie Irving
2018-19,26.0,BOS,NBA,PG,67.0,67.0,2214.0,9.8,20.2,0.487,2.8,7.1,0.401,7.0,13.1,0.533,3.5,4.0,0.873,1.2,4.3,5.4,7.5,1.7,0.6,2.8,2.7,26.0,Kyrie Irving
2019-20,27.0,BRK,NBA,PG,20.0,20.0,658.0,10.9,22.8,0.478,3.1,7.8,0.394,7.8,15.0,0.522,5.1,5.6,0.922,1.2,4.4,5.6,7.0,1.5,0.5,2.8,2.9,30.0,Kyrie Irving
2020-21,28.0,BRK,NBA,PG,54.0,54.0,1886.0,10.5,20.7,0.506,2.9,7.2,0.402,7.6,13.5,0.561,3.8,4.2,0.922,1.0,3.9,4.9,6.2,1.5,0.7,2.5,2.7,27.7,Kyrie Irving
2021-22,29.0,BRK,NBA,PG,29.0,29.0,1091.0,9.5,20.3,0.469,3.3,7.9,0.418,6.2,12.4,0.501,3.9,4.3,0.915,0.5,3.7,4.2,5.5,1.4,0.6,2.4,2.7,26.3,Kyrie Irving
2022-23,30.0,TOT,NBA,"PG,SG",60.0,60.0,2241.0,9.5,19.3,0.494,3.0,8.0,0.379,6.5,11.4,0.574,4.0,4.4,0.905,0.9,3.9,4.9,5.3,1.1,0.7,2.1,2.7,26.1,Kyrie Irving
2022-23,30.0,BRK,NBA,PG,40.0,40.0,1478.0,9.7,19.9,0.486,3.2,8.5,0.374,6.5,11.5,0.569,3.8,4.4,0.883,0.9,4.0,5.0,5.1,1.0,0.8,2.2,2.7,26.4,Kyrie Irving
2022-23,30.0,DAL,NBA,SG,20.0,20.0,763.0,9.2,18.1,0.51,2.7,7.0,0.392,6.5,11.1,0.585,4.2,4.4,0.947,1.0,3.7,4.7,5.7,1.2,0.6,1.7,2.6,25.4,Kyrie Irving
2014-15,23.0,CLE,NBA,C,5.0,0.0,14.0,2.6,10.3,0.25,0.0,0.0,0.0,2.6,10.3,0.25,5.1,5.1,1.0,2.6,0.0,2.6,2.6,0.0,0.0,0.0,2.6,10.3,Alex Kirk
2008-09,20.0,MIN,NBA,C,81.0,37.0,2048.0,5.6,12.1,0.459,0.0,0.3,0.105,5.5,11.8,0.469,4.7,5.9,0.789,4.8,8.1,12.9,1.5,0.6,0.9,2.1,3.6,15.8,Kevin Love
2009-10,21.0,MIN,NBA,PF,60.0,22.0,1714.0,6.1,13.6,0.45,0.7,2.2,0.33,5.4,11.3,0.474,4.7,5.8,0.815,4.8,9.1,13.8,2.9,0.9,0.5,2.5,2.9,17.7,Kevin Love
2010-11,22.0,MIN,NBA,PF,73.0,73.0,2611.0,6.6,14.1,0.47,1.2,2.9,0.417,5.4,11.2,0.483,5.8,6.9,0.85,4.5,10.8,15.3,2.5,0.6,0.4,2.1,2.0,20.4,Kevin Love
2011-12,23.0,MIN,NBA,PF,55.0,55.0,2145.0,8.0,17.8,0.448,1.8,4.7,0.372,6.2,13.0,0.475,6.4,7.7,0.824,3.8,8.5,12.3,1.9,0.8,0.5,2.1,2.6,24.0,Kevin Love
2012-13,24.0,MIN,NBA,PF,18.0,18.0,618.0,6.1,17.4,0.352,1.2,5.4,0.217,5.0,12.0,0.413,5.8,8.3,0.704,3.7,11.0,14.7,2.4,0.8,0.5,2.3,2.0,19.2,Kevin Love
2013-14,25.0,MIN,NBA,PF,77.0,77.0,2797.0,8.4,18.3,0.457,2.4,6.5,0.376,5.9,11.8,0.502,6.7,8.1,0.821,2.9,9.5,12.4,4.4,0.8,0.5,2.5,1.8,25.9,Kevin Love
2014-15,26.0,CLE,NBA,PF,75.0,75.0,2532.0,5.9,13.5,0.434,2.0,5.6,0.367,3.8,8.0,0.48,3.7,4.6,0.804,2.0,8.4,10.4,2.4,0.7,0.6,1.7,2.0,17.5,Kevin Love
2015-16,27.0,CLE,NBA,PF,77.0,77.0,2424.0,6.1,14.5,0.419,2.3,6.5,0.36,3.7,8.0,0.467,3.8,4.7,0.822,2.2,9.1,11.3,2.8,0.9,0.6,2.1,2.4,18.3,Kevin Love
2016-17,28.0,CLE,NBA,PF,60.0,60.0,1885.0,7.1,16.6,0.427,2.8,7.4,0.373,4.3,9.1,0.471,4.9,5.6,0.871,2.8,9.9,12.7,2.2,1.0,0.4,2.3,2.4,21.8,Kevin Love
2017-18,29.0,CLE,NBA,C,59.0,59.0,1651.0,7.3,15.9,0.458,3.0,7.2,0.415,4.3,8.7,0.494,5.1,5.8,0.88,2.2,9.7,11.9,2.2,0.9,0.5,2.0,2.6,22.7,Kevin Love
2018-19,30.0,CLE,NBA,PF,22.0,21.0,598.0,6.6,17.0,0.385,3.2,8.8,0.361,3.4,8.2,0.412,6.2,6.9,0.904,2.0,12.4,14.4,2.9,0.4,0.3,2.5,3.3,22.5,Kevin Love
2019-20,31.0,CLE,NBA,PF,56.0,56.0,1780.0,6.6,14.7,0.45,3.0,7.9,0.374,3.7,6.8,0.537,3.8,4.4,0.854,1.1,10.0,11.1,3.6,0.7,0.4,2.8,1.8,20.0,Kevin Love
2020-21,32.0,CLE,NBA,PF,25.0,25.0,622.0,6.0,14.6,0.409,3.3,9.0,0.365,2.7,5.6,0.479,2.4,3.0,0.824,1.0,9.8,10.8,3.6,0.9,0.1,2.2,1.5,17.7,Kevin Love
2021-22,33.0,CLE,NBA,C,74.0,4.0,1665.0,7.1,16.5,0.43,4.0,10.3,0.392,3.0,6.1,0.493,3.6,4.3,0.838,1.9,9.7,11.6,3.5,0.6,0.4,2.1,2.2,21.8,Kevin Love
2022-23,34.0,TOT,NBA,PF,62.0,20.0,1240.0,4.8,12.3,0.389,2.9,8.6,0.334,1.9,3.7,0.516,2.3,2.6,0.879,1.7,9.9,11.6,3.4,0.5,0.3,2.0,2.8,14.8,Kevin Love
2022-23,34.0,CLE,NBA,PF,41.0,3.0,821.0,4.9,12.5,0.389,3.0,8.6,0.354,1.8,3.9,0.467,2.5,2.8,0.889,1.8,10.4,12.3,3.3,0.3,0.3,2.1,2.9,15.2,Kevin Love
2022-23,34.0,MIA,NBA,PF,21.0,17.0,419.0,4.6,11.9,0.388,2.6,8.7,0.297,2.1,3.3,0.632,2.1,2.4,0.857,1.5,8.8,10.2,3.4,0.8,0.4,2.0,2.7,13.9,Kevin Love
2010-11,24.0,TOT,NBA,C,45.0,14.0,524.0,4.3,9.1,0.474,0.0,0.0,0.0,4.3,9.1,0.474,2.5,3.6,0.712,3.2,5.2,8.3,1.0,1.0,1.7,2.4,5.8,11.2,Timofey Mozgov
2010-11,24.0,NYK,NBA,C,34.0,14.0,458.0,4.1,8.8,0.464,0.0,0.0,0.0,4.1,8.8,0.464,2.4,3.5,0.705,3.2,5.0,8.2,1.2,1.1,1.8,2.5,6.0,10.6,Timofey Mozgov
2010-11,24.0,DEN,NBA,C,11.0,0.0,66.0,6.0,11.5,0.524,0.0,0.0,0.0,6.0,11.5,0.524,3.3,4.4,0.75,2.7,6.5,9.3,0.0,0.5,1.1,1.6,4.4,15.3,Timofey Mozgov
2011-12,25.0,DEN,NBA,C,44.0,35.0,687.0,5.2,10.0,0.526,0.0,0.0,0.0,5.2,10.0,0.526,2.0,3.0,0.684,2.8,6.6,9.4,1.2,0.8,2.2,2.8,4.5,12.5,Timofey Mozgov
2012-13,26.0,DEN,NBA,C,41.0,1.0,366.0,4.3,8.6,0.506,0.0,0.2,0.0,4.3,8.4,0.518,2.0,2.6,0.769,4.9,5.6,10.5,0.9,0.6,1.8,2.5,5.6,10.6,Timofey Mozgov
2013-14,27.0,DEN,NBA,C,82.0,30.0,1770.0,5.8,11.1,0.523,0.1,0.5,0.167,5.7,10.6,0.539,4.0,5.3,0.754,3.5,7.3,10.7,1.3,0.5,2.0,2.5,4.3,15.7,Timofey Mozgov
2014-15,28.0,TOT,NBA,C,81.0,80.0,2045.0,5.5,10.0,0.555,0.0,0.1,0.333,5.5,9.9,0.557,2.7,3.8,0.718,3.6,6.8,10.4,1.0,0.6,1.7,2.0,4.0,13.8,Timofey Mozgov
2014-15,28.0,DEN,NBA,C,35.0,35.0,897.0,4.7,9.3,0.504,0.1,0.2,0.333,4.6,9.1,0.509,2.5,3.5,0.733,3.7,7.3,10.9,0.6,0.6,1.6,1.9,4.6,12.0,Timofey Mozgov
2014-15,28.0,CLE,NBA,C,46.0,45.0,1148.0,6.2,10.5,0.59,0.0,0.0,0.0,6.2,10.5,0.59,2.9,4.1,0.708,3.5,6.5,10.0,1.2,0.6,1.8,2.2,3.5,15.2,Timofey Mozgov
2015-16,29.0,CLE,NBA,C,76.0,48.0,1326.0,5.5,9.7,0.565,0.0,0.2,0.143,5.5,9.6,0.574,1.8,2.6,0.716,3.0,6.2,9.1,0.9,0.6,1.5,1.9,4.3,12.9,Timofey Mozgov
2016-17,30.0,LAL,NBA,C,54.0,52.0,1104.0,5.5,10.7,0.515,0.0,0.0,0.0,5.5,10.7,0.517,2.1,2.5,0.808,3.4,5.2,8.6,1.4,0.5,1.0,2.3,4.3,13.1,Timofey Mozgov
2017-18,31.0,BRK,NBA,C,31.0,13.0,359.0,5.2,9.3,0.559,0.4,1.8,0.222,4.8,7.5,0.64,2.3,3.0,0.767,3.2,6.6,9.8,1.1,0.5,1.3,3.3,3.9,13.1,Timofey Mozgov
2009-10,23.0,IND,NBA,PG,56.0,2.0,865.0,6.0,14.7,0.41,2.5,7.2,0.345,3.5,7.5,0.472,2.5,3.1,0.8,0.5,3.2,3.7,4.4,1.5,0.1,2.5,2.2,17.1,A.J. Price
2010-11,24.0,IND,NBA,PG,50.0,0.0,795.0,5.2,14.5,0.356,1.9,6.7,0.275,3.3,7.7,0.427,2.4,3.7,0.667,0.7,2.5,3.3,5.0,1.3,0.0,2.4,2.8,14.6,A.J. Price
2011-12,25.0,IND,NBA,PG,44.0,1.0,568.0,3.7,11.0,0.339,1.6,5.6,0.295,2.1,5.5,0.384,1.8,2.2,0.8,0.8,3.0,3.9,5.5,1.3,0.1,2.0,1.9,10.9,A.J. Price
2012-13,26.0,WAS,NBA,PG,57.0,22.0,1278.0,4.5,11.6,0.39,2.0,5.6,0.35,2.6,6.0,0.427,1.4,1.7,0.79,0.6,2.6,3.2,5.8,0.9,0.1,1.8,2.1,12.4,A.J. Price
2013-14,27.0,MIN,NBA,SG,28.0,0.0,99.0,6.9,16.7,0.413,2.2,8.0,0.273,4.7,8.7,0.542,0.0,0.7,0.0,0.4,3.3,3.6,4.7,0.4,0.0,2.5,1.8,16.0,A.J. Price
2014-15,28.0,TOT,NBA,PG,26.0,0.0,324.0,5.7,15.2,0.372,1.7,6.3,0.263,4.0,8.9,0.45,1.8,2.7,0.667,0.7,2.9,3.6,5.1,0.8,0.0,1.6,1.7,14.8,A.J. Price
2014-15,28.0,IND,NBA,PG,10.0,0.0,193.0,7.3,16.6,0.438,2.8,7.3,0.385,4.5,9.3,0.48,2.2,3.4,0.667,0.4,2.2,2.6,5.0,0.7,0.0,1.9,1.7,19.6,A.J. Price
2014-15,28.0,CLE,NBA,PG,11.0,0.0,87.0,3.7,14.1,0.265,0.0,4.6,0.0,3.7,9.5,0.391,1.7,2.5,0.667,1.7,4.6,6.2,5.4,1.2,0.0,1.2,0.4,9.1,A.J. Price
2014-15,28.0,PHO,NBA,PG,5.0,0.0,44.0,2.5,11.5,0.214,0.0,5.7,0.0,2.5,5.7,0.429,0.0,0.0,0.0,0.0,2.5,2.5,4.9,0.0,0.0,0.8,4.1,4.9,A.J. Price
2011-12,21.0,NYK,NBA,PG,59.0,35.0,1705.0,4.5,11.3,0.401,1.0,3.3,0.306,3.5,8.0,0.44,1.8,2.3,0.798,0.9,3.0,3.9,3.5,2.1,0.2,2.3,3.7,11.9,Iman Shumpert
2012-13,22.0,NYK,NBA,SG,45.0,45.0,996.0,3.9,9.9,0.396,1.8,4.6,0.402,2.1,5.3,0.392,1.3,1.7,0.766,1.1,3.8,4.9,2.7,1.6,0.3,1.3,3.6,11.0,Iman Shumpert
2013-14,23.0,NYK,NBA,SG,74.0,58.0,1962.0,3.4,8.9,0.378,1.4,4.2,0.333,2.0,4.7,0.418,1.0,1.3,0.746,1.5,4.2,5.7,2.4,1.7,0.2,1.4,3.8,9.1,Iman Shumpert
2014-15,24.0,TOT,NBA,SG,62.0,25.0,1545.0,4.5,11.0,0.41,1.6,4.6,0.342,2.9,6.4,0.458,1.0,1.5,0.672,1.3,3.9,5.2,3.1,1.9,0.4,2.1,3.2,11.6,Iman Shumpert
2014-15,24.0,NYK,NBA,SG,24.0,24.0,625.0,5.1,12.4,0.409,1.3,3.8,0.348,3.7,8.6,0.436,1.4,2.1,0.676,1.3,3.4,4.7,4.5,1.7,0.2,2.4,3.9,12.9,Iman Shumpert
2014-15,24.0,CLE,NBA,SG,38.0,1.0,920.0,4.1,10.0,0.41,1.7,5.1,0.338,2.4,4.9,0.484,0.7,1.1,0.667,1.3,4.3,5.6,2.2,2.0,0.5,1.9,2.8,10.6,Iman Shumpert
2015-16,25.0,CLE,NBA,SG,54.0,5.0,1316.0,3.1,8.3,0.374,1.2,4.0,0.295,1.9,4.3,0.447,1.1,1.4,0.784,0.9,4.7,5.6,2.5,1.5,0.5,1.6,3.3,8.5,Iman Shumpert
2016-17,26.0,CLE,NBA,SG,76.0,31.0,1937.0,3.7,9.1,0.411,1.7,4.9,0.36,2.0,4.2,0.469,1.3,1.7,0.789,0.7,3.3,4.1,2.0,1.2,0.5,1.4,2.8,10.5,Iman Shumpert
2017-18,27.0,CLE,NBA,SG,14.0,6.0,276.0,2.9,7.6,0.379,0.9,3.4,0.269,2.0,4.2,0.469,1.4,2.0,0.733,0.9,4.4,5.3,2.2,1.2,0.5,2.1,2.9,8.1,Iman Shumpert
2018-19,28.0,TOT,NBA,SG,62.0,41.0,1481.0,4.1,10.8,0.374,2.3,6.6,0.348,1.8,4.2,0.416,0.9,1.1,0.8,0.7,3.8,4.4,2.7,1.4,0.6,1.2,3.1,11.3,Iman Shumpert
2018-19,28.0,SAC,NBA,SG,42.0,40.0,1099.0,4.4,11.4,0.382,2.4,6.6,0.366,1.9,4.8,0.404,1.1,1.3,0.829,0.6,3.6,4.2,3.0,1.5,0.7,1.2,3.0,12.3,Iman Shumpert
2018-19,28.0,HOU,NBA,SG,20.0,1.0,382.0,3.2,9.2,0.347,2.0,6.7,0.296,1.2,2.5,0.481,0.2,0.4,0.5,0.8,4.3,5.1,2.0,1.1,0.4,1.1,3.3,8.6,Iman Shumpert
2019-20,29.0,BRK,NBA,SF,13.0,0.0,241.0,3.1,9.6,0.328,1.2,4.9,0.242,1.9,4.6,0.419,0.6,1.0,0.571,1.3,3.7,5.1,1.8,1.8,0.3,1.5,3.1,8.1,Iman Shumpert
2020-21,30.0,BRK,NBA,SG,2.0,0.0,11.0,3.3,13.1,0.25,0.0,9.8,0.0,3.3,3.3,1.0,0.0,0.0,0.0,3.3,0.0,3.3,0.0,3.3,0.0,3.3,0.0,6.5,Iman Shumpert
2004-05,19.0,NOH,NBA,SG,76.0,56.0,1859.0,5.7,14.5,0.394,1.6,5.4,0.288,4.1,9.0,0.458,2.1,3.1,0.689,0.8,2.2,2.9,2.7,1.1,0.2,2.1,2.6,15.1,J.R. Smith
2005-06,20.0,NOK,NBA,SG,55.0,25.0,989.0,5.2,13.3,0.393,1.9,5.1,0.371,3.3,8.2,0.407,3.0,3.7,0.822,0.7,3.3,4.0,2.1,1.3,0.1,2.0,3.3,15.4,J.R. Smith
2006-07,21.0,DEN,NBA,SG,63.0,24.0,1471.0,7.0,15.8,0.441,3.6,9.3,0.39,3.3,6.4,0.515,2.5,3.1,0.81,0.7,2.8,3.5,2.2,1.2,0.2,2.1,3.6,20.0,J.R. Smith
